6,5,1,2,1,0,0,5
6,5,1,2,1,1,0,-5
7,5,0,2,1,0,0,5
7,5,0,2,1,0,0,-5
7,5,0,2,1,0,0,5
7,5,0,2,1,0,0,-5
8,4,0,3,1,0,0,5
8,4,0,3,1,0,0,-5
8,4,0,3,1,0,0,5
8,4,0,3,1,0,0,-5
8,4,0,3,1,0,0,5
8,4,0,3,1,0,0,-5
8,4,0,3,1,0,0,5
8,4,0,3,1,1,1,-5
10,4,0,3,0,0,0,5
6,8,4,1,0,0,1,5
6,10,6,1,0,2,0,5
6,10,6,1,0,2,0,-5
7,10,5,1,0,0,0,5
7,10,5,1,0,0,1,-5
7,10,5,1,0,0,1,5
7,10,5,1,0,1,3,-5
7,10,5,1,0,1,3,5
6,9,5,1,0,1,3,-5
7,8,5,2,0,1,3,5
6,7,5,2,0,0,2,-5
6,7,5,2,0,0,2,5
6,6,4,2,0,0,1,5
6,5,3,2,0,0,0,5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,4,0,3,2,0,0,-5
6,4,0,3,2,0,0,5
6,6,4,2,0,2,2,5
6,6,4,2,0,1,2,-5
6,6,4,2,0,2,1,5
6,6,4,2,0,1,1,-5
7,6,3,2,0,1,1,5
7,6,3,2,0,2,2,-5
7,6,3,2,0,2,2,5
6,10,6,1,0,0,0,5
