-10,2,6,0,3,0,1,-5
-10,2,6,0,3,0,0,5
-10,2,6,0,3,0,0,-5
-10,2,6,0,3,0,0,5
-10,2,6,0,3,0,1,-5
-10,2,6,0,3,0,0,5
-10,2,6,0,3,0,0,-5
-10,2,6,0,3,0,1,5
-11,1,6,0,3,0,0,-5
-11,1,6,0,3,1,2,5
-12,0,6,0,3,0,0,-5
10,8,0,1,0,0,0,5
10,6,0,2,0,0,0,5
10,7,1,2,0,0,0,5
10,7,1,2,0,1,0,-5
11,7,0,2,0,0,0,5
10,6,0,2,0,0,0,5
10,8,0,1,0,0,0,5
11,8,1,2,0,1,0,5
11,8,1,2,0,0,0,-5
11,8,1,2,0,0,0,5
11,8,1,2,0,0,0,-5
11,8,1,2,0,0,0,5
11,8,1,2,0,2,0,-5
12,7,1,3,0,2,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,1,5
-11,0,7,0,2,0,0,-5
10,11,3,1,0,0,0,5
10,11,3,1,0,2,0,-5
11,11,2,1,0,1,0,5
11,11,2,1,0,1,0,-5
12,11,1,1,0,1,0,5
12,11,1,1,0,1,1,-5
13,11,0,1,0,0,0,5
10,7,1,2,0,0,0,5
10,7,1,2,0,1,0,-5
11,7,0,2,0,0,0,5
10,6,0,2,0,0,0,5
10,8,0,1,0,0,0,5
-10,0,6,0,2,0,0,-5
10,6,0,2,0,0,0,5
10,8,0,1,0,0,0,5
-11,0,3,0,4,0,0,-5
-10,1,7,0,2,1,0,-5
10,4,0,3,0,0,0,5
-10,2,6,0,3,0,0,-5
-10,2,6,0,3,1,2,5
-11,1,6,0,3,0,0,-5
-11,1,6,0,3,0,0,5
-11,1,6,0,3,0,0,-5
-11,1,6,0,3,0,1,5
-12,0,6,0,3,0,0,-5
10,5,1,3,0,2,0,5
10,7,1,2,0,0,0,5
10,7,1,2,0,1,0,-5
11,7,0,2,0,0,0,5
10,10,2,1,0,0,0,5
10,10,2,1,0,1,1,-5
11,10,1,1,0,0,0,5
11,10,1,1,0,1,0,-5
13,9,0,2,0,0,0,5
10,6,0,2,0,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,1,0,5
-10,1,7,0,2,1,0,-5
-10,0,6,0,2,0,0,-5
-10,2,8,0,2,0,0,-5
-10,2,8,0,2,0,0,5
-10,2,8,0,2,0,0,-5
-10,2,8,0,2,0,0,5
-10,2,8,0,2,0,0,-5
-10,2,8,0,2,1,1,5
-11,1,8,0,2,0,0,-5
-10,1,7,0,2,0,0,-5
-10,1,9,0,1,0,0,-5
-10,3,9,0,2,0,1,-5
-10,3,9,0,2,0,0,5
-10,3,9,0,2,0,0,-5
-10,3,9,0,2,0,1,5
-11,2,9,0,2,0,0,-5
-11,2,9,0,2,0,1,5
-12,1,9,0,2,0,0,-5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,1,9,0,1,0,0,-5
-10,1,9,0,1,0,0,5
-10,1,9,0,1,0,0,-5
-10,1,7,0,2,0,0,-5
-10,3,9,0,2,0,0,-5
-10,3,9,0,2,0,1,5
-12,2,8,0,3,0,0,-5
-10,3,9,0,2,1,0,-5
-10,1,5,0,3,0,1,-5
-10,1,5,0,3,0,0,5
-10,1,5,0,3,0,0,-5
-10,1,5,0,3,0,0,5
-10,1,5,0,3,0,0,-5
-10,1,5,0,3,0,0,-5
-10,2,8,0,2,1,0,-5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,3,9,0,2,0,0,-5
-10,3,9,0,2,1,0,5
-10,3,9,0,2,1,0,-5
-10,2,10,0,1,2,0,-5
-10,1,9,0,1,0,1,-5
-10,0,4,0,3,0,0,-5
-10,1,9,0,1,0,0,-5
-10,1,9,0,1,1,2,5
-11,0,9,0,1,0,0,-5
10,6,0,2,0,0,0,5
-10,0,6,0,2,0,0,-5
10,9,1,1,0,0,0,5
10,9,1,1,0,2,0,-5
11,9,0,1,0,0,0,5
10,8,2,2,0,2,0,5
10,8,2,2,0,3,0,-5
11,8,1,2,0,2,1,5
10,8,0,1,0,0,0,5
-10,3,9,0,2,1,0,-5
-10,2,8,0,2,0,0,-5
-10,2,8,0,2,1,2,5
-11,1,8,0,2,0,0,-5
-11,1,8,0,2,1,0,5
-11,1,8,0,2,1,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,1,5
-11,0,7,0,2,0,0,-5
10,6,0,2,0,0,0,5
10,7,1,2,0,0,0,5
10,7,1,2,0,1,1,-5
11,7,0,2,0,0,0,5
10,5,1,3,0,0,0,5
10,4,0,3,0,0,0,5
10,4,0,3,0,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,0,0,5
-10,1,7,0,2,0,0,-5
-10,1,7,0,2,1,1,5
-11,0,7,0,2,0,0,-5
-10,2,10,0,1,0,1,-5
-10,2,10,0,1,1,1,5
-11,1,10,0,1,0,0,-5
-11,1,10,0,1,0,0,5
-11,1,10,0,1,0,0,-5
-11,1,10,0,1,0,0,5
-12,1,9,0,2,0,0,-5
-12,1,9,0,2,0,0,5
-12,1,9,0,2,0,0,-5
-12,1,9,0,2,0,1,5
-13,0,9,0,2,0,0,-5
10,2,0,4,0,0,0,5
-10,0,6,0,2,0,0,-5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
-10,0,4,1,4,0,0,-5
-10,0,4,1,4,0,0,5
10,7,3,3,0,0,0,5
10,7,1,3,1,1,0,5
10,7,1,3,1,1,1,-5
11,7,0,3,1,0,0,5
11,7,0,3,1,0,1,-5
11,7,0,3,1,0,1,5
10,6,0,3,1,0,0,-5
10,6,0,3,1,0,0,5
